*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.010 -develop  JUL 08, 2024 16:11:18

*RUN   1        : 0 KG N/HA                 CSCER048 RORO7401    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : RORO7401 WH N RESPONSE,ROTHAMSTED  8FE(N)  (DSSAT3)
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  1   : 0 KG N/HA                 CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
 1974 348    44    0.07    0.36    0.07    1.27    29.8   0.179   0.030   1.090   0.152     2.6    12.9     1.6     7.0      66    0.92    0.07    6.06    0.74     0.0     0.0     0.0     0.0     0.0     1.8     1.3     1.8     1.5     0.7      0.      0.      8.     17.     14.      3.      3.     11.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.3     0.2     0.1     0.0     0.0     0.0     0.0     0.0     1.5     1.1     1.6     1.3     0.6     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.2     0.1     0.0
 1974 349    45    0.07    0.37    0.07    1.27    29.9   0.179   0.030   1.094   0.152     2.7    13.5     1.6     3.6      60    0.43    0.06    3.22    0.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.7     1.3     0.7      0.      0.      7.     15.     12.      3.      3.     10.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     1.1     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0
 1974 350    46    0.07    0.39    0.07    1.28    29.9   0.180   0.030   1.097   0.152     2.9    14.3     1.7     3.8      60    0.45    0.06    3.34    0.40     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     1.2     0.7      0.      0.      7.     16.     12.      3.      3.     10.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     1.1     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0
 1974 351    47    0.08    0.40    0.07    1.28    30.0   0.180   0.030   1.101   0.153     2.3    11.4     1.4     4.4      61    0.53    0.06    3.92    0.46     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.2     1.4     0.8      0.      0.      7.     16.     13.      3.      3.     10.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     1.2     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1     0.0
 1974 352    48    0.08    0.41    0.07    1.29    30.1   0.181   0.030   1.105   0.153     2.8    13.8     1.7     4.2      64    0.50    0.06    3.68    0.45     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     1.3     0.8      0.      0.      7.     18.     14.      3.      3.      9.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     1.2     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0
 1974 353    49    0.08    0.43    0.08    1.29    30.1   0.181   0.030   1.108   0.154     3.0    14.7     1.8     3.6      64    0.42    0.06    3.16    0.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     1.2     0.8      0.      0.      7.     18.     14.      3.      3.      9.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     1.1     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0
 1974 354    50    0.09    0.44    0.08    1.29    30.2   0.182   0.030   1.111   0.154     3.1    15.1     1.8     3.5      65    0.41    0.07    3.12    0.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     1.2     0.8      0.      0.      7.     18.     14.      3.      3.      9.      5.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.1     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0
 1974 355    51    0.09    0.46    0.08    1.30    30.2   0.182   0.030   1.116   0.155     3.1    15.2     1.8     5.3      67    0.67    0.07    4.68    0.59     0.0     0.0     0.0     0.0     0.7     0.6     0.6     1.5     1.2     0.7      0.      0.      7.     19.     15.      3.      3.     10.      5.      5.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.6     0.5     0.5     1.3     1.0     0.7     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.0
 1974 356    52    0.09    0.47    0.08    1.30    30.3   0.183   0.030   1.122   0.155     2.4    11.8     1.4     7.2      67    0.89    0.07    6.27    0.76     0.0     0.0     0.0     0.8     0.9     0.7     0.7     2.2     1.2     0.8      0.      0.      7.     19.     15.      3.      3.     10.      5.      5.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.0     0.7     0.8     0.6     0.6     1.9     1.1     0.7     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.1     0.0
 1974 357    53    0.09    0.48    0.08    1.32    30.4   0.184   0.030   1.131   0.156     2.3    11.5     1.4    10.1      68    1.22    0.07    8.86    1.02     0.0     0.0     0.6     1.4     1.4     0.9     0.8     3.0     1.2     0.7      0.      0.      7.     19.     15.      3.      3.     10.      5.      6.     0.0     0.0     0.0     0.2     0.2     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.5     1.3     1.3     0.8     0.7     2.6     1.0     0.7     0.0     0.0     0.1     0.1     0.2     0.1     0.1     0.3     0.1     0.0
 1974 358    54    0.10    0.49    0.08    1.33    30.5   0.186   0.030   1.140   0.157     2.7    13.0     1.5    11.0      69    1.27    0.07    9.71    1.04     0.0     0.3     0.6     1.8     2.0     1.3     1.1     1.9     1.2     0.7      0.      0.      6.     19.     15.      3.      3.     10.      6.      6.     0.0     0.0     0.0     0.2     0.3     0.2     0.2     0.3     0.1     0.1     0.0     0.3     0.6     1.7     1.7     1.1     0.9     1.6     1.1     0.7     0.0     0.0     0.1     0.1     0.2     0.1     0.1     0.2     0.1     0.0
 1974 359    55    0.10    0.51    0.09    1.34    30.5   0.187   0.031   1.152   0.159     2.7    13.1     1.5    13.3      67    1.60    0.07   11.67    1.27     0.0     0.2     0.6     2.0     2.4     1.6     1.4     3.2     1.1     0.7      0.      0.      6.     18.     15.      3.      3.     10.      6.      6.     0.0     0.0     0.0     0.2     0.3     0.2     0.2     0.5     0.1     0.1     0.0     0.2     0.6     1.8     2.1     1.4     1.2     2.7     1.0     0.7     0.0     0.0     0.1     0.1     0.2     0.2     0.2     0.4     0.1     0.0
 1974 360    56    0.10    0.52    0.09    1.36    30.6   0.189   0.031   1.167   0.160     2.3    11.4     1.3    16.7      59    1.91    0.06   14.74    1.43     0.0     0.6     1.1     3.0     3.4     2.2     1.8     2.4     1.4     0.8      0.      0.      5.     16.     13.      2.      3.      9.      5.      6.     0.0     0.0     0.1     0.3     0.4     0.3     0.3     0.4     0.2     0.1     0.0     0.5     1.0     2.8     2.9     1.9     1.6     2.1     1.2     0.7     0.0     0.0     0.1     0.2     0.3     0.2     0.2     0.3     0.1     0.0
 1974 361    57    0.10    0.53    0.09    1.39    30.6   0.193   0.031   1.195   0.162     2.2    11.1     1.3    31.9      47    3.54    0.05   28.31    2.08     0.0     0.8     3.1     7.4     7.9     4.3     3.2     2.6     1.6     0.9      0.      0.      3.     10.     10.      2.      2.      9.      5.      6.     0.0     0.0     0.1     0.7     1.0     0.6     0.5     0.4     0.2     0.1     0.0     0.8     3.0     6.8     6.9     3.7     2.7     2.2     1.4     0.8     0.0     0.0     0.1     0.3     0.5     0.4     0.3     0.3     0.1     0.1
 1974 362    58    0.11    0.54    0.09    1.43    30.7   0.197   0.031   1.229   0.165     2.5    12.4     1.4    39.0      45    4.66    0.04   34.34    2.52     0.0     0.4     2.1     7.0    10.8     6.7     5.2     3.7     2.0     1.1      0.      0.      4.     10.      8.      2.      2.      8.      5.      6.     0.0     0.0     0.1     0.6     1.4     1.0     0.8     0.5     0.2     0.1     0.0     0.4     2.1     6.4     9.4     5.8     4.4     3.1     1.8     1.0     0.0     0.0     0.1     0.3     0.6     0.5     0.5     0.4     0.2     0.1
 1974 363    59    0.11    0.55    0.09    1.47    30.7   0.202   0.031   1.266   0.168     2.6    13.2     1.5    41.6      45    5.12    0.04   36.45    2.76     0.0     0.2     1.4     6.3    10.1     7.7     6.8     4.9     2.7     1.4      0.      0.      4.     10.      8.      1.      2.      8.      5.      6.     0.0     0.0     0.1     0.5     1.3     1.1     1.1     0.7     0.3     0.1     0.0     0.2     1.3     5.8     8.9     6.6     5.7     4.2     2.4     1.3     0.0     0.0     0.0     0.2     0.6     0.5     0.5     0.5     0.2     0.1
 1974 364    60    0.11    0.57    0.09    1.51    30.8   0.208   0.031   1.303   0.170     2.7    13.7     1.6    41.9      48    5.24    0.05   36.64    2.91     0.0     0.1     0.9     5.0     9.0     7.8     7.8     6.1     3.5     1.8      0.      0.      5.     12.      9.      1.      2.      8.      5.      6.     0.0     0.0     0.0     0.4     1.1     1.1     1.2     0.9     0.4     0.1     0.0     0.1     0.8     4.6     7.9     6.7     6.6     5.2     3.1     1.7     0.0     0.0     0.0     0.2     0.5     0.5     0.6     0.6     0.3     0.1
 1974 365    61    0.11    0.58    0.09    1.53    30.8   0.210   0.031   1.319   0.172     2.8    14.3     1.6    19.2      53    2.35    0.05   16.86    1.62     0.0     0.0     0.4     2.3     4.1     3.6     3.6     2.8     1.6     0.9      0.      0.      5.     14.     11.      2.      2.      8.      5.      6.     0.0     0.0     0.0     0.2     0.5     0.5     0.5     0.4     0.2     0.1     0.0     0.0     0.4     2.1     3.6     3.1     3.1     2.4     1.4     0.8     0.0     0.0     0.0     0.1     0.3     0.3     0.3     0.3     0.1     0.1
 1975 001    62    0.12    0.60    0.10    1.54    30.9   0.211   0.031   1.329   0.173     2.8    14.4     1.6    11.5      53    1.40    0.05   10.08    1.10     0.0     0.0     0.2     1.0     1.9     1.7     1.7     2.6     1.6     0.8      0.      0.      5.     14.     11.      2.      2.      8.      5.      6.     0.0     0.0     0.0     0.1     0.2     0.2     0.3     0.4     0.2     0.1     0.0     0.0     0.2     1.0     1.7     1.5     1.4     2.2     1.4     0.8     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.3     0.1     0.1
 1975 002    63    0.12    0.61    0.10    1.55    30.9   0.213   0.031   1.339   0.174     2.3    11.9     1.3    10.4      49    1.25    0.05    9.17    0.99     0.0     0.0     0.2     0.9     1.6     1.5     1.7     2.1     1.5     0.9      0.      0.      5.     13.     10.      1.      2.      7.      5.      6.     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.3     0.2     0.1     0.0     0.0     0.2     0.9     1.4     1.3     1.4     1.8     1.3     0.8     0.0     0.0     0.0     0.1     0.1     0.2     0.2     0.2     0.1     0.1
 1975 003    64    0.12    0.62    0.10    1.56    31.0   0.214   0.031   1.345   0.175     2.6    13.6     1.5     7.0      48    0.85    0.05    6.19    0.71     0.0     0.0     0.1     0.4     0.7     0.7     0.8     2.0     1.4     0.9      0.      0.      4.     12.     10.      1.      2.      7.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.2     0.1     0.0     0.0     0.1     0.4     0.7     0.6     0.7     1.7     1.3     0.8     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 004    65    0.12    0.64    0.10    1.56    31.0   0.214   0.031   1.351   0.176     2.8    14.5     1.6     6.5      44    0.78    0.04    5.69    0.66     0.0     0.0     0.1     0.3     0.7     0.7     0.7     1.8     1.4     0.8      0.      0.      4.     11.      9.      1.      2.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.2     0.1     0.0     0.0     0.1     0.3     0.6     0.6     0.6     1.6     1.2     0.8     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 005    66    0.13    0.65    0.10    1.57    31.1   0.215   0.031   1.356   0.176     2.8    14.8     1.6     5.9      43    0.71    0.04    5.18    0.61     0.0     0.0     0.0     0.3     0.6     0.6     0.7     1.7     1.3     0.8      0.      0.      4.     11.      9.      1.      2.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.2     0.1     0.0     0.0     0.0     0.3     0.5     0.5     0.6     1.4     1.1     0.7     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 006    67    0.13    0.67    0.10    1.58    31.1   0.216   0.031   1.361   0.177     2.8    15.0     1.6     5.5      42    0.67    0.04    4.87    0.58     0.0     0.0     0.0     0.2     0.5     0.6     0.6     1.6     1.2     0.7      0.      0.      4.     10.      9.      1.      2.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1     0.0     0.0     0.0     0.2     0.5     0.5     0.5     1.4     1.1     0.7     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 007    68    0.13    0.68    0.11    1.58    31.1   0.217   0.031   1.367   0.177     2.1    11.1     1.2     6.9      42    0.82    0.04    6.07    0.69     0.0     0.1     0.2     0.5     0.7     0.6     0.6     2.3     1.2     0.7      0.      0.      4.     10.      9.      1.      2.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.1     0.2     0.5     0.6     0.5     0.5     1.9     1.1     0.7     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1
 1975 008    69    0.13    0.69    0.11    1.59    31.2   0.218   0.031   1.374   0.178     2.4    13.0     1.4     8.1      40    0.96    0.04    7.11    0.79     0.0     0.0     0.2     0.8     0.9     0.7     0.7     2.9     1.2     0.7      0.      0.      3.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.2     0.7     0.8     0.6     0.6     2.4     1.0     0.6     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.0
 1975 009    70    0.14    0.70    0.11    1.60    31.2   0.218   0.031   1.380   0.179     2.7    14.6     1.6     7.3      40    0.90    0.04    6.36    0.74     0.0     0.0     0.1     0.3     0.9     0.7     0.7     2.8     1.1     0.7      0.      0.      3.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.1     0.3     0.8     0.6     0.6     2.4     1.0     0.6     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.0
 1975 010    71    0.14    0.72    0.11    1.61    31.3   0.219   0.031   1.387   0.180     2.8    15.3     1.6     7.3      41    0.90    0.04    6.41    0.74     0.0     0.0     0.1     0.3     0.9     0.7     0.7     2.8     1.1     0.7      0.      0.      3.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.1     0.3     0.8     0.6     0.6     2.4     1.0     0.6     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.0
 1975 011    72    0.14    0.74    0.11    1.61    31.3   0.220   0.031   1.393   0.180     2.8    15.3     1.6     7.2      42    0.83    0.04    6.37    0.69     0.0     0.0     0.1     0.4     0.8     0.7     0.7     1.8     1.2     1.5      0.      0.      4.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.1     0.4     0.7     0.6     0.6     1.5     1.1     1.4     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 012    73    0.15    0.75    0.11    1.62    31.3   0.221   0.031   1.399   0.181     2.8    15.3     1.6     6.9      42    0.79    0.04    6.10    0.67     0.0     0.0     0.1     0.4     0.7     0.6     0.7     1.7     1.2     1.5      0.      0.      4.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.1     0.3     0.6     0.6     0.6     1.5     1.0     1.4     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 013    74    0.15    0.76    0.11    1.63    31.4   0.222   0.031   1.408   0.182     2.0    11.2     1.2     9.8      41    1.09    0.04    8.72    0.88     0.0     0.1     0.4     1.1     1.2     0.9     0.9     2.6     1.2     1.5      0.      0.      3.      9.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.1     0.4     1.0     1.1     0.8     0.7     2.2     1.0     1.4     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.1     0.1
 1975 014    75    0.15    0.78    0.12    1.64    31.4   0.223   0.031   1.415   0.183     2.4    13.7     1.4     7.8      40    0.91    0.04    6.86    0.75     0.0     0.0     0.2     0.5     0.5     0.8     0.8     2.4     1.1     1.5      0.      0.      4.      9.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.2     0.4     0.5     0.7     0.7     2.1     1.0     1.3     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.3     0.1     0.1
 1975 015    76    0.15    0.79    0.12    1.65    31.5   0.224   0.031   1.423   0.183     2.1    12.0     1.3     9.0      40    1.00    0.04    8.03    0.81     0.0     0.0     0.3     0.9     0.9     0.8     0.9     1.6     2.3     1.4      0.      0.      4.      8.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.2     0.3     0.1     0.0     0.0     0.2     0.8     0.8     0.7     0.7     1.3     2.0     1.3     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.2     0.1
 1975 016    77    0.15    0.80    0.12    1.66    31.5   0.225   0.031   1.433   0.185     2.1    11.9     1.2    12.1      38    1.33    0.04   10.76    1.03     0.0     0.0     0.5     1.6     1.7     1.2     1.1     2.6     2.2     1.4      0.      0.      4.      8.      7.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.4     0.3     0.1     0.0     0.0     0.4     1.5     1.5     1.0     0.9     2.2     1.9     1.3     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.2     0.1
 1975 017    78    0.16    0.81    0.12    1.67    31.5   0.227   0.032   1.446   0.186     2.1    11.6     1.2    14.3      35    1.51    0.03   12.75    1.11     0.0     0.0     0.6     2.4     2.8     1.9     1.6     1.9     1.7     1.2      0.      0.      3.      6.      6.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.2     0.3     0.2     0.2     0.3     0.2     0.1     0.0     0.0     0.6     2.2     2.5     1.6     1.4     1.7     1.5     1.1     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.2     0.1
 1975 018    79    0.16    0.82    0.12    1.69    31.6   0.229   0.032   1.462   0.187     2.0    11.4     1.2    17.8      32    1.88    0.03   15.90    1.28     0.0     0.0     0.7     3.1     4.0     2.8     2.4     2.1     1.6     1.1      0.      0.      3.      5.      5.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.2     0.4     0.4     0.3     0.3     0.2     0.1     0.0     0.0     0.7     2.9     3.6     2.4     2.0     1.8     1.4     1.0     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.1     0.1
 1975 019    80    0.16    0.83    0.12    1.72    31.6   0.232   0.032   1.486   0.189     1.9    10.9     1.1    27.2      27    2.90    0.03   24.28    1.69     0.0     0.0     1.2     4.2     7.0     4.7     3.9     3.0     1.9     1.2      0.      0.      2.      4.      4.      1.      1.      5.      5.      6.     0.0     0.0     0.0     0.3     0.7     0.6     0.6     0.4     0.2     0.1     0.0     0.0     1.2     3.9     6.3     4.1     3.4     2.6     1.7     1.1     0.0     0.0     0.0     0.1     0.3     0.3     0.3     0.3     0.2     0.1
